dataset_key,dataset_label,algorithm,algorithm_label,metric,n_splits,mean,std,min,max,metric_label,dataset_short
kang_pbmc_gse96583_singlets_raw_counts,Kang PBMC,scdeepcluster,scDeepCluster,UltraRareACC,1,0.5,0.0,0.5,0.5,Ultra Rare ACC,Kang PBMC
kang_pbmc_gse96583_singlets_raw_counts,Kang PBMC,scaide,scAIDE,ACC,2,0.7099492678471921,0.0010411666856598527,0.7092130518234165,0.7106854838709677,ACC,Kang PBMC
kang_pbmc_gse96583_singlets_raw_counts,Kang PBMC,scaide,scAIDE,ARI,2,0.694106344911839,0.026069249333008828,0.6756726019280256,0.7125400878956525,ARI,Kang PBMC
kang_pbmc_gse96583_singlets_raw_counts,Kang PBMC,scaide,scAIDE,BalancedACC,2,0.5587761776336364,0.012878044895786854,0.5496700247594007,0.5678823305078722,Balanced ACC,Kang PBMC
kang_pbmc_gse96583_singlets_raw_counts,Kang PBMC,scaide,scAIDE,BalancedRareACC,2,0.3958572592718934,0.24698552284665148,0.2212121212121212,0.5705023973316656,Balanced Rare ACC,Kang PBMC
kang_pbmc_gse96583_singlets_raw_counts,Kang PBMC,scaide,scAIDE,RareACC,2,0.4113578449217328,0.34956352706637484,0.1641791044776119,0.6585365853658537,Rare ACC,Kang PBMC
kang_pbmc_gse96583_singlets_raw_counts,Kang PBMC,scaide,scAIDE,UltraRareACC,1,0.3,0.0,0.3,0.3,Ultra Rare ACC,Kang PBMC
kang_pbmc_gse96583_singlets_raw_counts,Kang PBMC,scvi,scVI,ACC,2,0.6974858367902916,0.06544437219691757,0.6512096774193549,0.7437619961612284,ACC,Kang PBMC
kang_pbmc_gse96583_singlets_raw_counts,Kang PBMC,scvi,scVI,ARI,2,0.5671736277200957,0.09361622323614462,0.5009769614407442,0.6333702939994472,ARI,Kang PBMC
kang_pbmc_gse96583_singlets_raw_counts,Kang PBMC,scvi,scVI,BalancedACC,2,0.6771320697858682,0.020415516041654917,0.6626961199513912,0.6915680196203451,Balanced ACC,Kang PBMC
kang_pbmc_gse96583_singlets_raw_counts,Kang PBMC,scvi,scVI,BalancedRareACC,2,0.5700466200466201,0.10763187135543495,0.4939393939393939,0.6461538461538462,Balanced Rare ACC,Kang PBMC
kang_pbmc_gse96583_singlets_raw_counts,Kang PBMC,scvi,scVI,RareACC,2,0.655533309064434,0.12497282208448088,0.5671641791044776,0.7439024390243902,Rare ACC,Kang PBMC
kang_pbmc_gse96583_singlets_raw_counts,Kang PBMC,scvi,scVI,UltraRareACC,1,0.2,0.0,0.2,0.2,Ultra Rare ACC,Kang PBMC
macaque_retina_gse118480_bipolar_raw_counts,Macaque retina,scraw,scRAW,ACC,2,0.8129560924958956,0.04687747203664661,0.7798087141339001,0.8461034708578913,ACC,Macaque retina
macaque_retina_gse118480_bipolar_raw_counts,Macaque retina,scraw,scRAW,ARI,2,0.8012020529623045,0.036938775180748895,0.7750823945432717,0.8273217113813375,ARI,Macaque retina
macaque_retina_gse118480_bipolar_raw_counts,Macaque retina,scraw,scRAW,BalancedACC,2,0.7656680012097936,0.06655776733197882,0.7186045525887149,0.8127314498308723,Balanced ACC,Macaque retina
macaque_retina_gse118480_bipolar_raw_counts,Macaque retina,scraw,scRAW,BalancedRareACC,2,0.700609986714269,0.015933825234066994,0.6893430708410189,0.711876902587519,Balanced Rare ACC,Macaque retina
macaque_retina_gse118480_bipolar_raw_counts,Macaque retina,scraw,scRAW,RareACC,2,0.7404052936311001,0.015382058184620509,0.7295285359801489,0.7512820512820513,Rare ACC,Macaque retina
macaque_retina_gse118480_bipolar_raw_counts,Macaque retina,scraw,scRAW,UltraRareACC,2,0.7653688524590163,0.1550418557109848,0.6557377049180327,0.875,Ultra Rare ACC,Macaque retina
macaque_retina_gse118480_bipolar_raw_counts,Macaque retina,scname,scNAME,ACC,2,0.645764687624,0.07494065108112716,0.592773645058,0.69875573019,ACC,Macaque retina
macaque_retina_gse118480_bipolar_raw_counts,Macaque retina,scname,scNAME,ARI,2,0.463179138327,0.24592079686069945,0.289286875232,0.637071401422,ARI,Macaque retina
macaque_retina_gse118480_bipolar_raw_counts,Macaque retina,scname,scNAME,BalancedACC,2,0.546114948269,0.05560940187847833,0.506793163103,0.585436733435,Balanced ACC,Macaque retina
macaque_retina_gse118480_bipolar_raw_counts,Macaque retina,scname,scNAME,BalancedRareACC,2,0.4255923787053736,0.006299800097407066,0.4211377473363774,0.4300470100743698,Balanced Rare ACC,Macaque retina
macaque_retina_gse118480_bipolar_raw_counts,Macaque retina,scname,scNAME,RareACC,2,0.560959470637,0.09147353232203814,0.496277915633,0.625641025641,Rare ACC,Macaque retina
macaque_retina_gse118480_bipolar_raw_counts,Macaque retina,scname,scNAME,UltraRareACC,2,0.2540983606555,0.35934934781577815,0.0,0.508196721311,Ultra Rare ACC,Macaque retina
macaque_retina_gse118480_bipolar_raw_counts,Macaque retina,sc_mae,scMAE,ACC,2,0.971875540078,0.020942508852977947,0.957066950053,0.986684130103,ACC,Macaque retina
macaque_retina_gse118480_bipolar_raw_counts,Macaque retina,sc_mae,scMAE,ARI,2,0.9538133624875,0.03427357262340604,0.92957828687,0.978048438105,ARI,Macaque retina
