family,dataset,method,source_method,ARI,ACC,BalancedACC,RareACC,BalancedRareACC,UltraRareACC,Batch correction
Rare Specific + Harmony,Baron human pancreas,CellSIUS+Harmony,CellSIUS+Harmony,0.8948760457863844,0.9215777803711052,0.8365853437387661,0.8798521256931608,0.7881757364516095,0.6271186440677966,0.7299294196773738
Rare Specific + Harmony,Human testis GSE112013,CellSIUS+Harmony,CellSIUS+Harmony,0.6025769017716083,0.6690292758089368,0.7011718484993736,0.4984391259105099,0.5983395709380931,0.8928571428571429,0.7756085013524542
Rare Specific + Harmony,Kang PBMC,CellSIUS+Harmony,CellSIUS+Harmony,0.7447439585570943,0.7312922400455989,0.6354336868482032,0.4375,0.5284900284900285,0.7884615384615384,0.6641711975930193
Rare Specific + Harmony,Macaque retina bipolar,CellSIUS+Harmony,CellSIUS+Harmony,0.9433360476522862,0.9668668734736982,0.898528073890549,0.9294554455445544,0.7435777973603861,0.0068027210884353,0.6676720852553819
Rare Specific + Harmony,Paul15 bone marrow,CellSIUS+Harmony,CellSIUS+Harmony,0.3405759360259529,0.4875457875457875,0.4855921344301374,0.3289760348583878,0.4264042676302391,0.5806451612903226,
Rare Specific + Harmony,Tabula Muris liver,CellSIUS+Harmony,CellSIUS+Harmony,0.3648315181321307,0.4966771598461,0.5625364597649519,0.5426008968609866,0.5069246031746031,,
Méthodes généralistes + Harmony,BBAG094 Zeisel,scRAW,scRAW (trial_0017),0.4301883295024661,0.6407185628742516,0.5695202861675058,0.6108108108108108,0.3942307692307692,0.5555555555555556,0.4000360971162749
Méthodes généralistes + Harmony,BBAG094 spleen,scRAW,scRAW (trial_0017),0.8700744463231944,0.8291457286432161,0.7309318547414984,0.5285326086956522,0.7420385045572452,0.9761904761904762,0.7909291345199329
Méthodes généralistes + Harmony,Baron human pancreas,scRAW,scRAW (trial_0017),0.9158965181979905,0.9337145524565292,0.8702221194567779,0.8955637707948244,0.837473323530332,0.8135593220338984,0.5749552605057935
Méthodes généralistes + Harmony,Human testis GSE112013,scRAW,scRAW (trial_0017),0.6107002323051303,0.7178736517719568,0.7963247792238903,0.9667013527575442,0.89321124021709,0.6428571428571429,0.7303536766041685
