family,dataset,method,source_method,ARI,ACC,BalancedACC,RareACC,BalancedRareACC,UltraRareACC,Batch correction
Rare Specific,Human testis GSE112013,scCAD,scCAD,0.3990881900976668,0.3151001540832049,0.2940061225369449,0.291363163371488,0.3528222829100292,0.5714285714285714,0.6667543334823619
Rare Specific,Kang PBMC,scCAD,scCAD,0.4276674551464887,0.4081508020519501,0.2626121859521179,0.2203125,0.234241452991453,0.2740384615384615,0.5233528215257864
Rare Specific,Macaque retina bipolar,scCAD,scCAD,0.4250527897674626,0.5600290409873936,0.6417737447095965,0.6497524752475248,0.7121038540967599,0.6666666666666666,0.5082633237081394
Rare Specific,Paul15 bone marrow,scCAD,scCAD,0.2243167105067877,0.2871794871794871,0.3295107178886431,0.2788671023965142,0.4252755748437853,0.6774193548387096,
Rare Specific,Tabula Muris liver,scCAD,scCAD,0.4429350003113112,0.4008394543546694,0.3338720676886075,0.4080717488789238,0.4185416666666667,,
Rare Specific,BBAG094 Zeisel,GiniClust,GiniClust,0.0356671566103591,0.2967398536260812,0.1257684578978887,0.1243243243243243,0.0705847723704866,0.037037037037037,0.3791070390860109
Rare Specific,BBAG094 spleen,GiniClust,GiniClust,0.1407501351877176,0.6734715242881072,0.2305154367489717,0.0788043478260869,0.049615668356298,0.0238095238095238,0.5555178698377947
Rare Specific,Baron human pancreas,GiniClust,GiniClust,0.0518010893412266,0.3097210876414984,0.2078240930135974,0.0757855822550831,0.1913729573263474,0.576271186440678,0.5497250205305556
Rare Specific,Human testis GSE112013,GiniClust,GiniClust,0.0426811935236182,0.2172573189522342,0.1311605229378539,0.1103017689906347,0.0900669642857142,0.0,0.6665141540078618
Rare Specific,Kang PBMC,GiniClust,GiniClust,0.0519078632910351,0.4205276443286377,0.1458077086048332,0.00625,0.0046296296296296,0.0,0.5258722051292675
Rare Specific,Macaque retina bipolar,GiniClust,GiniClust,0.0231803810422315,0.2203154907266847,0.1167947424548091,0.0383663366336633,0.0353744389120293,0.0,0.5128376800863568
Rare Specific,Paul15 bone marrow,GiniClust,GiniClust,0.0071314773024026,0.1534798534798535,0.0708118368276928,0.008714596949891,0.0104364326375711,0.0,
Rare Specific,Tabula Muris liver,GiniClust,GiniClust,0.1030496281895809,0.3871983210912906,0.1950774077481865,0.0807174887892376,0.12,,
Rare Specific,BBAG094 Zeisel,DeepScena,DeepScena,0.3161856193622164,0.5518962075848304,0.4896884553329222,0.7351351351351352,0.4164115646258504,0.0,0.4478486727467957
Rare Specific,BBAG094 spleen,DeepScena,DeepScena,0.5166828129022619,0.7292713567839196,0.7163647155378637,0.9157608695652174,0.6515679660169915,0.0,0.6454709506622498
Rare Specific,Baron human pancreas,DeepScena,DeepScena,0.5721115848745495,0.6601703816081222,0.3844271061486827,0.6062846580406654,0.2745624801824746,0.0,0.601989293980998
Rare Specific,Human testis GSE112013,DeepScena,DeepScena,0.4917144181437786,0.5955315870570108,0.656926345790513,0.3579604578563995,0.4887276785714286,0.9642857142857144,0.7745639644874889
