dataset,dataset_key,method,method_display,output_png,output_table,status,source,n_cells,n_weight_matched,weight_min,weight_median,weight_max
BBAG094 spleen,bbag094_spleen,scMAE,scMAE,/data2/fbidet/scRAW_EXPERIMENTAL/figures/06_common8_stable_generalist_weights_reprojected/per_dataset/bbag094_spleen/bbag094_spleen__scmae__stable_generalist_weights.png,/data2/fbidet/scRAW_EXPERIMENTAL/figures/06_common8_stable_generalist_weights_reprojected/tables/bbag094_spleen/bbag094_spleen__scmae__coords_with_stable_generalist_weights.csv,generated,/data2/fbidet/scRAW_EXPERIMENTAL/results/common8_scmae_scname_embeddings_20260430/scrbenchmark/bbag094_spleen/results/labels/labels_sc_mae_run0.csv | /data2/fbidet/scRAW_EXPERIMENTAL/results/common8_scmae_scname_embeddings_20260430/scrbenchmark/bbag094_spleen/results/embeddings/embeddings_sc_mae_run0.npy,9552.0,9552.0,0.384976714849472,0.7822700142860413,5.334986209869385
BBAG094 spleen,bbag094_spleen,Harmony,Harmony,/data2/fbidet/scRAW_EXPERIMENTAL/figures/06_common8_stable_generalist_weights_reprojected/per_dataset/bbag094_spleen/bbag094_spleen__harmony__stable_generalist_weights.png,/data2/fbidet/scRAW_EXPERIMENTAL/figures/06_common8_stable_generalist_weights_reprojected/tables/bbag094_spleen/bbag094_spleen__harmony__coords_with_stable_generalist_weights.csv,generated,/data2/fbidet/scRAW_EXPERIMENTAL/results/key04_completion_20260330_111233/baselines/bbag094_spleen/harmony/results/labels/per_cell_harmony_res_0.2.csv | /data2/fbidet/scRAW_EXPERIMENTAL/results/key04_completion_20260330_111233/baselines/bbag094_spleen/harmony/results/embeddings/embedding_harmony.npy,9552.0,9552.0,0.384976714849472,0.7822700142860413,5.334986209869385
BBAG094 spleen,bbag094_spleen,ComBat,ComBat,/data2/fbidet/scRAW_EXPERIMENTAL/figures/06_common8_stable_generalist_weights_reprojected/per_dataset/bbag094_spleen/bbag094_spleen__combat__stable_generalist_weights.png,/data2/fbidet/scRAW_EXPERIMENTAL/figures/06_common8_stable_generalist_weights_reprojected/tables/bbag094_spleen/bbag094_spleen__combat__coords_with_stable_generalist_weights.csv,generated,/data2/fbidet/scRAW_EXPERIMENTAL/results/key04_completion_20260330_111233/baselines/bbag094_spleen/combat/results/labels/per_cell_combat_res_0.2.csv | /data2/fbidet/scRAW_EXPERIMENTAL/results/key04_completion_20260330_111233/baselines/bbag094_spleen/combat/results/embeddings/embedding_combat.npy,9552.0,9552.0,0.384976714849472,0.7822700142860413,5.334986209869385
BBAG094 spleen,bbag094_spleen,Scanorama,Scanorama,/data2/fbidet/scRAW_EXPERIMENTAL/figures/06_common8_stable_generalist_weights_reprojected/per_dataset/bbag094_spleen/bbag094_spleen__scanorama__stable_generalist_weights.png,/data2/fbidet/scRAW_EXPERIMENTAL/figures/06_common8_stable_generalist_weights_reprojected/tables/bbag094_spleen/bbag094_spleen__scanorama__coords_with_stable_generalist_weights.csv,generated,/data2/fbidet/scRAW_EXPERIMENTAL/results/key04_completion_20260330_111233/baselines/bbag094_spleen/scanorama/results/labels/per_cell_scanorama_res_0.2.csv | /data2/fbidet/scRAW_EXPERIMENTAL/results/key04_completion_20260330_111233/baselines/bbag094_spleen/scanorama/results/embeddings/embedding_scanorama.npy,9552.0,9552.0,0.384976714849472,0.7822700142860413,5.334986209869385
BBAG094 spleen,bbag094_spleen,DESC,DESC,/data2/fbidet/scRAW_EXPERIMENTAL/figures/06_common8_stable_generalist_weights_reprojected/per_dataset/bbag094_spleen/bbag094_spleen__desc__stable_generalist_weights.png,/data2/fbidet/scRAW_EXPERIMENTAL/figures/06_common8_stable_generalist_weights_reprojected/tables/bbag094_spleen/bbag094_spleen__desc__coords_with_stable_generalist_weights.csv,generated,/data2/fbidet/scRAW_EXPERIMENTAL/results/key04_completion_20260330_111233/baselines/bbag094_spleen/desc/results/labels/per_cell_desc_res_0.2.csv | /data2/fbidet/scRAW_EXPERIMENTAL/results/key04_completion_20260330_111233/baselines/bbag094_spleen/desc/results/embeddings/embedding_desc_res_0.2.npy,9552.0,9552.0,0.384976714849472,0.7822700142860413,5.334986209869385
BBAG094 spleen,bbag094_spleen,pca_leiden,PCA + Leiden,/data2/fbidet/scRAW_EXPERIMENTAL/figures/06_common8_stable_generalist_weights_reprojected/per_dataset/bbag094_spleen/bbag094_spleen__pca_leiden__stable_generalist_weights.png,/data2/fbidet/scRAW_EXPERIMENTAL/figures/06_common8_stable_generalist_weights_reprojected/tables/bbag094_spleen/bbag094_spleen__pca_leiden__coords_with_stable_generalist_weights.csv,generated,/data2/fbidet/scRAW_EXPERIMENTAL/results/key04_completion_20260330_111233/baselines/bbag094_spleen/pca_leiden/results/labels/per_cell_pca_leiden_res_0.2.csv | /data2/fbidet/scRAW_EXPERIMENTAL/results/key04_completion_20260330_111233/baselines/bbag094_spleen/pca_leiden/results/embeddings/embedding_pca_leiden.npy,9552.0,9552.0,0.384976714849472,0.7822700142860413,5.334986209869385
BBAG094 spleen,bbag094_spleen,scvi,scVI,/data2/fbidet/scRAW_EXPERIMENTAL/figures/06_common8_stable_generalist_weights_reprojected/per_dataset/bbag094_spleen/bbag094_spleen__scvi__stable_generalist_weights.png,/data2/fbidet/scRAW_EXPERIMENTAL/figures/06_common8_stable_generalist_weights_reprojected/tables/bbag094_spleen/bbag094_spleen__scvi__coords_with_stable_generalist_weights.csv,generated,/data2/fbidet/scRAW_EXPERIMENTAL/results/presentation_stable_generalist_nonbaron_20260324__archive_not_needed_for_data_exploration_20260421/root_dirs/scvi_article_baseline_all_datasets_20260421/bbag094_spleen/results/labels/per_cell_scvi_res_0.2.csv | /data2/fbidet/scRAW_EXPERIMENTAL/results/presentation_stable_generalist_nonbaron_20260324__archive_not_needed_for_data_exploration_20260421/root_dirs/scvi_article_baseline_all_datasets_20260421/bbag094_spleen/results/embeddings/embedding_scvi.npy,9552.0,9552.0,0.384976714849472,0.7822700142860413,5.334986209869385
Baron human pancreas,baron_human_pancreas,scRAW (stable_generalist),scRAW,/data2/fbidet/scRAW_EXPERIMENTAL/figures/06_common8_stable_generalist_weights_reprojected/per_dataset/baron_human_pancreas/baron_human_pancreas__scraw_stable_generalist__stable_generalist_weights.png,/data2/fbidet/scRAW_EXPERIMENTAL/figures/06_common8_stable_generalist_weights_reprojected/tables/baron_human_pancreas/baron_human_pancreas__scraw_stable_generalist__coords_with_stable_generalist_weights.csv,generated,/data2/fbidet/scRAW_EXPERIMENTAL/results/common8_stable_generalist_weight_exports_20260430/baron_human_pancreas/seed_42/results/per_cell/per_cell_scraw_run0.csv,8569.0,8569.0,0.3845422863960266,0.7686737179756165,4.432863235473633
Baron human pancreas,baron_human_pancreas,scRAW (best per dataset),scRAW finetune,/data2/fbidet/scRAW_EXPERIMENTAL/figures/06_common8_stable_generalist_weights_reprojected/per_dataset/baron_human_pancreas/baron_human_pancreas__scraw_finetune__stable_generalist_weights.png,/data2/fbidet/scRAW_EXPERIMENTAL/figures/06_common8_stable_generalist_weights_reprojected/tables/baron_human_pancreas/baron_human_pancreas__scraw_finetune__coords_with_stable_generalist_weights.csv,missing_or_failed: /data2/fbidet/scRAW_EXPERIMENTAL/results/key04_scibe_rerun_20260402_164112/scraw/best_per_dataset/trial_0001/baron_human_pancreas/seed_60/results/per_cell/per_cell_scraw_run0.csv,,,,,,
Baron human pancreas,baron_human_pancreas,scNAME,scNAME,/data2/fbidet/scRAW_EXPERIMENTAL/figures/06_common8_stable_generalist_weights_reprojected/per_dataset/baron_human_pancreas/baron_human_pancreas__scname__stable_generalist_weights.png,/data2/fbidet/scRAW_EXPERIMENTAL/figures/06_common8_stable_generalist_weights_reprojected/tables/baron_human_pancreas/baron_human_pancreas__scname__coords_with_stable_generalist_weights.csv,generated,/data2/fbidet/scRAW_EXPERIMENTAL/results/common8_scmae_scname_embeddings_20260430/scrbenchmark/baron_human_pancreas/results/labels/labels_scname_run0.csv | /data2/fbidet/scRAW_EXPERIMENTAL/results/common8_scmae_scname_embeddings_20260430/scrbenchmark/baron_human_pancreas/results/embeddings/embeddings_scname_run0.npy,8569.0,8569.0,0.3845422863960266,0.7686737179756165,4.432863235473633
Baron human pancreas,baron_human_pancreas,scMAE,scMAE,/data2/fbidet/scRAW_EXPERIMENTAL/figures/06_common8_stable_generalist_weights_reprojected/per_dataset/baron_human_pancreas/baron_human_pancreas__scmae__stable_generalist_weights.png,/data2/fbidet/scRAW_EXPERIMENTAL/figures/06_common8_stable_generalist_weights_reprojected/tables/baron_human_pancreas/baron_human_pancreas__scmae__coords_with_stable_generalist_weights.csv,generated,/data2/fbidet/scRAW_EXPERIMENTAL/results/common8_scmae_scname_embeddings_20260430/scrbenchmark/baron_human_pancreas/results/labels/labels_sc_mae_run0.csv | /data2/fbidet/scRAW_EXPERIMENTAL/results/common8_scmae_scname_embeddings_20260430/scrbenchmark/baron_human_pancreas/results/embeddings/embeddings_sc_mae_run0.npy,8569.0,8569.0,0.3845422863960266,0.7686737179756165,4.432863235473633
Baron human pancreas,baron_human_pancreas,Harmony,Harmony,/data2/fbidet/scRAW_EXPERIMENTAL/figures/06_common8_stable_generalist_weights_reprojected/per_dataset/baron_human_pancreas/baron_human_pancreas__harmony__stable_generalist_weights.png,/data2/fbidet/scRAW_EXPERIMENTAL/figures/06_common8_stable_generalist_weights_reprojected/tables/baron_human_pancreas/baron_human_pancreas__harmony__coords_with_stable_generalist_weights.csv,generated,/data2/fbidet/scRAW_EXPERIMENTAL/results/key04_completion_20260330_111233/baselines/baron_human_pancreas/harmony/results/labels/per_cell_harmony_res_0.6.csv | /data2/fbidet/scRAW_EXPERIMENTAL/results/key04_completion_20260330_111233/baselines/baron_human_pancreas/harmony/results/embeddings/embedding_harmony.npy,8569.0,8569.0,0.3845422863960266,0.7686737179756165,4.432863235473633
Baron human pancreas,baron_human_pancreas,ComBat,ComBat,/data2/fbidet/scRAW_EXPERIMENTAL/figures/06_common8_stable_generalist_weights_reprojected/per_dataset/baron_human_pancreas/baron_human_pancreas__combat__stable_generalist_weights.png,/data2/fbidet/scRAW_EXPERIMENTAL/figures/06_common8_stable_generalist_weights_reprojected/tables/baron_human_pancreas/baron_human_pancreas__combat__coords_with_stable_generalist_weights.csv,generated,/data2/fbidet/scRAW_EXPERIMENTAL/results/key04_completion_20260330_111233/baselines/baron_human_pancreas/combat/results/labels/per_cell_combat_res_0.4.csv | /data2/fbidet/scRAW_EXPERIMENTAL/results/key04_completion_20260330_111233/baselines/baron_human_pancreas/combat/results/embeddings/embedding_combat.npy,8569.0,8569.0,0.3845422863960266,0.7686737179756165,4.432863235473633
Baron human pancreas,baron_human_pancreas,Scanorama,Scanorama,/data2/fbidet/scRAW_EXPERIMENTAL/figures/06_common8_stable_generalist_weights_reprojected/per_dataset/baron_human_pancreas/baron_human_pancreas__scanorama__stable_generalist_weights.png,/data2/fbidet/scRAW_EXPERIMENTAL/figures/06_common8_stable_generalist_weights_reprojected/tables/baron_human_pancreas/baron_human_pancreas__scanorama__coords_with_stable_generalist_weights.csv,generated,/data2/fbidet/scRAW_EXPERIMENTAL/results/key04_completion_20260330_111233/baselines/baron_human_pancreas/scanorama/results/labels/per_cell_scanorama_res_0.2.csv | /data2/fbidet/scRAW_EXPERIMENTAL/results/key04_completion_20260330_111233/baselines/baron_human_pancreas/scanorama/results/embeddings/embedding_scanorama.npy,8569.0,8569.0,0.3845422863960266,0.7686737179756165,4.432863235473633
Baron human pancreas,baron_human_pancreas,DESC,DESC,/data2/fbidet/scRAW_EXPERIMENTAL/figures/06_common8_stable_generalist_weights_reprojected/per_dataset/baron_human_pancreas/baron_human_pancreas__desc__stable_generalist_weights.png,/data2/fbidet/scRAW_EXPERIMENTAL/figures/06_common8_stable_generalist_weights_reprojected/tables/baron_human_pancreas/baron_human_pancreas__desc__coords_with_stable_generalist_weights.csv,generated,/data2/fbidet/scRAW_EXPERIMENTAL/results/key04_completion_20260330_111233/baselines/baron_human_pancreas/desc/results/labels/per_cell_desc_res_0.2.csv | /data2/fbidet/scRAW_EXPERIMENTAL/results/key04_completion_20260330_111233/baselines/baron_human_pancreas/desc/results/embeddings/embedding_desc_res_0.2.npy,8569.0,8569.0,0.3845422863960266,0.7686737179756165,4.432863235473633
Baron human pancreas,baron_human_pancreas,pca_leiden,PCA + Leiden,/data2/fbidet/scRAW_EXPERIMENTAL/figures/06_common8_stable_generalist_weights_reprojected/per_dataset/baron_human_pancreas/baron_human_pancreas__pca_leiden__stable_generalist_weights.png,/data2/fbidet/scRAW_EXPERIMENTAL/figures/06_common8_stable_generalist_weights_reprojected/tables/baron_human_pancreas/baron_human_pancreas__pca_leiden__coords_with_stable_generalist_weights.csv,generated,/data2/fbidet/scRAW_EXPERIMENTAL/results/key04_completion_20260330_111233/baselines/baron_human_pancreas/pca_leiden/results/labels/per_cell_pca_leiden_res_0.2.csv | /data2/fbidet/scRAW_EXPERIMENTAL/results/key04_completion_20260330_111233/baselines/baron_human_pancreas/pca_leiden/results/embeddings/embedding_pca_leiden.npy,8569.0,8569.0,0.3845422863960266,0.7686737179756165,4.432863235473633
Baron human pancreas,baron_human_pancreas,scvi,scVI,/data2/fbidet/scRAW_EXPERIMENTAL/figures/06_common8_stable_generalist_weights_reprojected/per_dataset/baron_human_pancreas/baron_human_pancreas__scvi__stable_generalist_weights.png,/data2/fbidet/scRAW_EXPERIMENTAL/figures/06_common8_stable_generalist_weights_reprojected/tables/baron_human_pancreas/baron_human_pancreas__scvi__coords_with_stable_generalist_weights.csv,generated,/data2/fbidet/scRAW_EXPERIMENTAL/results/presentation_stable_generalist_nonbaron_20260324__archive_not_needed_for_data_exploration_20260421/root_dirs/scvi_article_baseline_all_datasets_20260421/baron_human_pancreas/results/labels/per_cell_scvi_res_0.8.csv | /data2/fbidet/scRAW_EXPERIMENTAL/results/presentation_stable_generalist_nonbaron_20260324__archive_not_needed_for_data_exploration_20260421/root_dirs/scvi_article_baseline_all_datasets_20260421/baron_human_pancreas/results/embeddings/embedding_scvi.npy,8569.0,8569.0,0.3845422863960266,0.7686737179756165,4.432863235473633
